Date,Global_active_power
11/3/2010,1951.09
12/3/2010,1645.424
13/3/2010,2383.01
14/3/2010,1566.714
15/3/2010,1791.85
16/3/2010,1542.65
17/3/2010,2009.13
18/3/2010,1562.682
19/3/2010,1663.384
20/3/2010,131.732
21/3/2010,917.282
22/3/2010,1618.59
23/3/2010,1822.162
24/3/2010,1994.752
25/3/2010,1679.884
26/3/2010,1651.284
27/3/2010,1847.97
28/3/2010,1798.214
29/3/2010,1622.738
30/3/2010,1906.454
31/3/2010,1923.802
1/4/2010,1687.44
2/4/2010,1648.622
3/4/2010,1805.278
4/4/2010,1690.388
5/4/2010,1118.82
6/4/2010,1825.852
7/4/2010,1596.982
8/4/2010,1649.22
9/4/2010,1233.35
10/4/2010,1190.208
11/4/2010,1602.81
12/4/2010,1439.426
13/4/2010,1512.704
14/4/2010,1660.364
15/4/2010,1872.178
16/4/2010,1562.062
17/4/2010,1557.712
18/4/2010,1476.106
19/4/2010,1708.594
20/4/2010,1833.628
21/4/2010,1579.914
22/4/2010,1460.904
23/4/2010,1180.536
24/4/2010,1518.418
25/4/2010,1542.742
26/4/2010,1082.716
27/4/2010,1250.94
28/4/2010,867.858
29/4/2010,1103.724
30/4/2010,1118.628
1/5/2010,1320.158
2/5/2010,2187.91
3/5/2010,1411.302
4/5/2010,1516.96
5/5/2010,1805.308
6/5/2010,1299.25
7/5/2010,1644.004
8/5/2010,1533.422
9/5/2010,1566.51
10/5/2010,1467.892
11/5/2010,1571.368
12/5/2010,2035.418
13/5/2010,1552.496
14/5/2010,1722.146
15/5/2010,1944.772
16/5/2010,2100.426
17/5/2010,1628.182
18/5/2010,1421.184
19/5/2010,1426.752
20/5/2010,1153.898
21/5/2010,1294.396
22/5/2010,2095.772
23/5/2010,1487.556
24/5/2010,1341.332
25/5/2010,1198.626
26/5/2010,1387.884
27/5/2010,1323.342
28/5/2010,1398.164
29/5/2010,2049.808
30/5/2010,1665.7
31/5/2010,1340.462
1/6/2010,1268.964
2/6/2010,980.898
3/6/2010,1394.186
4/6/2010,1420.554
5/6/2010,2009.644
6/6/2010,1746.792
7/6/2010,1012.082
8/6/2010,1362.034
9/6/2010,1534.682
10/6/2010,1215.19
11/6/2010,1470.672
12/6/2010,1973.108
13/6/2010,1674.356
14/6/2010,1217.984
15/6/2010,1223.966
16/6/2010,1768.092
17/6/2010,1028.018
18/6/2010,1332.316
19/6/2010,1416.22
20/6/2010,1672.55
21/6/2010,1660.89
22/6/2010,1520.588
23/6/2010,1442.064
24/6/2010,1095.78
25/6/2010,1099.438
26/6/2010,981.62
27/6/2010,1139.964
28/6/2010,1471.34
29/6/2010,1367.296
30/6/2010,1384.136
1/7/2010,1349.002
2/7/2010,1140.928
3/7/2010,1120.074
4/7/2010,1538.088
5/7/2010,1113.99
6/7/2010,1005.934
7/7/2010,834.788
8/7/2010,1212.652
9/7/2010,1083.478
10/7/2010,1154.504
11/7/2010,1193.572
12/7/2010,1109.574
13/7/2010,1382.114
14/7/2010,1409.472
15/7/2010,1633.162
16/7/2010,820.056
17/7/2010,806.352
18/7/2010,812.038
19/7/2010,801.158
20/7/2010,855.824
21/7/2010,1064.166
22/7/2010,1164.446
23/7/2010,1176.158
24/7/2010,921.668
25/7/2010,1130.41
26/7/2010,884.15
27/7/2010,952.36
28/7/2010,862.654
29/7/2010,549.104
30/7/2010,551.26
31/7/2010,554.616
1/8/2010,555.664
2/8/2010,549.482
3/8/2010,615.212
4/8/2010,543.356
5/8/2010,533.476
6/8/2010,524.746
7/8/2010,527.476
8/8/2010,528.46
9/8/2010,535.064
10/8/2010,544.758
11/8/2010,542.002
12/8/2010,529.698
13/8/2010,534.294
14/8/2010,554.27
15/8/2010,1055.986
16/8/2010,1129.73
17/8/2010,978.202
18/8/2010,
19/8/2010,
20/8/2010,
21/8/2010,
22/8/2010,93.338
23/8/2010,765.658
24/8/2010,722.948
25/8/2010,980.408
26/8/2010,757.252
27/8/2010,2030.65
28/8/2010,1442.856
29/8/2010,1668.48
30/8/2010,1494.802
31/8/2010,1365.106
1/9/2010,1593.318
2/9/2010,1392.492
3/9/2010,1346.414
4/9/2010,1743.84
5/9/2010,1323.018
6/9/2010,1422.876
7/9/2010,1451.854
8/9/2010,1303.812
9/9/2010,1238.714
10/9/2010,1328.108
11/9/2010,1463.31
12/9/2010,1612.092
13/9/2010,1076.32
14/9/2010,1430.678
15/9/2010,986.094
16/9/2010,1339.738
17/9/2010,1497.608
18/9/2010,1247.946
19/9/2010,919.6
20/9/2010,1682.832
21/9/2010,1111.376
22/9/2010,1510.394
23/9/2010,1449.862
24/9/2010,1327.992
25/9/2010,106.006
26/9/2010,
27/9/2010,
28/9/2010,470.426
29/9/2010,1684.426
30/9/2010,1248.278
1/10/2010,1504.82
2/10/2010,1923.254
3/10/2010,1830.684
4/10/2010,1775.96
5/10/2010,1854.624
6/10/2010,1315.456
7/10/2010,1809.954
8/10/2010,1510.456
9/10/2010,1611.78
10/10/2010,1998.904
11/10/2010,1622.59
12/10/2010,1579.692
13/10/2010,2073.886
14/10/2010,2135.122
15/10/2010,1596.324
16/10/2010,1000.014
17/10/2010,1047.382
18/10/2010,2713.884
19/10/2010,1925.978
20/10/2010,1727.964
21/10/2010,1355.198
22/10/2010,1668.892
23/10/2010,2293.236
24/10/2010,2390.548
25/10/2010,1163.292
26/10/2010,945.904
27/10/2010,1260.278
28/10/2010,1463.326
29/10/2010,1204.422
30/10/2010,2152.7
31/10/2010,1476.43
1/11/2010,1383.18
2/11/2010,1191.082
3/11/2010,1293.298
4/11/2010,2555.146
5/11/2010,1736.088
6/11/2010,1805.408
7/11/2010,1673.816
8/11/2010,1825.54
9/11/2010,2022.098
10/11/2010,1946.534
11/11/2010,1773.592
12/11/2010,1836.822
13/11/2010,2023.174
14/11/2010,2038.392
15/11/2010,1747.382
16/11/2010,1509.748
17/11/2010,1582.032
18/11/2010,1652.152
19/11/2010,1570.4
20/11/2010,2197.006
21/11/2010,900.91
22/11/2010,2041.536
23/11/2010,1577.536
24/11/2010,1796.248
25/11/2010,1431.164
26/11/2010,1488.104
